번호,업태구분,사업장명,인허가일자,전화번호,도로명주소,지번주소,위도,경도,소재지면적,다중이용업소여부
139,기타 휴게음식점,신전떡볶이 서신점,2016-07-21,063-224-1161,"전북특별자치도 전주시 완산구 유연로 290, 1층 103호 (중화산동2가)",전북특별자치도 전주시 완산구 중화산동2가 744-6 ,,,37.44,N
140,기타 휴게음식점,퍼피러브(풋사랑),2016-07-26,,"전북특별자치도 전주시 완산구 농소2길 17-3, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1722-6 ,,,20.4,N
141,기타 휴게음식점,크롬피씨까페,2016-08-22,,"전북특별자치도 전주시 완산구 효동2길 1, 3층 (효자동1가, 304호일부)",전북특별자치도 전주시 완산구 효자동1가 202-1 ,,,8,N
142,기타 휴게음식점,엘림하우스,2016-08-23,,"전북특별자치도 전주시 완산구 효자천변2길 12-35, 1층 (효자동1가)",전북특별자치도 전주시 완산구 효자동1가 464 ,,,351.94,N
143,기타 휴게음식점,지에스25 전주본점,2016-09-01,,"전북특별자치도 전주시 완산구 홍산중앙로 26, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1536-8 ,,,2.25,N
144,기타 휴게음식점,버거킹 전주중앙점,2016-09-19,063-943-7369,"전북특별자치도 전주시 완산구 팔달로 225, 1층 (고사동)",전북특별자치도 전주시 완산구 고사동 2-6 ,,,286.62,N
145,기타 휴게음식점,킹콩쥬스앤커피 한옥마을점,2016-09-23,,"전북특별자치도 전주시 완산구 팔달로 121-1 (전동, 1.2층)",전북특별자치도 전주시 완산구 전동 187-10 ,,,89.64,N
146,기타 휴게음식점,럽시쿠키,2016-09-26,,"전북특별자치도 전주시 완산구 배학4길 18, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1683-2 ,,,58.27,N
147,기타 휴게음식점,제이쥐푸드(JG FOOD),2016-10-13,063-226-0225,"전북특별자치도 전주시 완산구 척동7길 6-2, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1637-10 ,,,86.76,N
148,기타 휴게음식점,세븐일레븐 전주온누리점,2016-10-28,,"전북특별자치도 전주시 완산구 메너머2길 14, 1층 (중화산동2가)",전북특별자치도 전주시 완산구 중화산동2가 698-7 ,,,7.2,N
149,기타 휴게음식점,이삭토스트 전주중화산점,2016-11-11,,"전북특별자치도 전주시 완산구 유연로 281, 1층 (서신동)",전북특별자치도 전주시 완산구 서신동 857 ,,,55,N
150,기타 휴게음식점,장꼬방,2016-11-15,,"전북특별자치도 전주시 완산구 용호로 195, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1674-1 ,,,157.7,N
151,기타 휴게음식점,지에스25효자시티,2016-11-21,,"전북특별자치도 전주시 완산구 척동10길 2, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1636-1 ,,,4,N
152,기타 휴게음식점,예찬,2016-12-01,,전북특별자치도 전주시 완산구 견훤왕궁로 32 (중노송동),전북특별자치도 전주시 완산구 중노송동 472-19 ,,,31.45,N
153,기타 휴게음식점,로제마틴,2016-12-07,,"전북특별자치도 전주시 완산구 평화로 207, 1층 (평화동1가)",전북특별자치도 전주시 완산구 평화동1가 718-8 ,,,253.06,N
154,기타 휴게음식점,쿡피시,2016-12-23,,"전북특별자치도 전주시 완산구 마전1길 18-4, 2층 (효자동3가, 201호 일부)",전북특별자치도 전주시 완산구 효자동3가 1647-11 ,,,6.25,N
155,기타 휴게음식점,효자동커피집,2016-12-30,,"전북특별자치도 전주시 완산구 배학6길 10-4, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1672-3 ,,,65.32,N
156,기타 휴게음식점,가르송,2017-01-03,,"전북특별자치도 전주시 완산구 농소2길 1, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1719-8 ,,,89.32,N
157,기타 휴게음식점,라이또 중화산점,2017-01-03,,"전북특별자치도 전주시 완산구 유연로 284, 2층 (중화산동2가)",전북특별자치도 전주시 완산구 중화산동2가 744-3 ,,,9,N
158,기타 휴게음식점,빽다방 전주대점,2017-01-10,063-225-2912,"전북특별자치도 전주시 완산구 백마산길 23, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1183-11 ,,,75,N
159,기타 휴게음식점,마블로컬에이치엠알푸드카페,2017-01-16,,"전북특별자치도 전주시 완산구 문학대4길 22 (효자동3가, 블레스빌 1층)",전북특별자치도 전주시 완산구 효자동3가 1620-2 ,,,74.46,N
160,기타 휴게음식점,피자애 삼천점,2017-01-17,063-222-6855,"전북특별자치도 전주시 완산구 용리로 20, 1층 103호 (삼천동1가)",전북특별자치도 전주시 완산구 삼천동1가 284-7 ,,,41.76,N
161,기타 휴게음식점,정직한김밥,2017-01-18,063-229-5678,"전북특별자치도 전주시 완산구 난전들로 257-2, 1층 102호 (삼천동1가, 대왕장미타운상가2동)",전북특별자치도 전주시 완산구 삼천동1가 305-10 ,,,22.21,N
162,기타 휴게음식점,숲515,2017-01-19,,"전북특별자치도 전주시 완산구 홍산남로 11-24, 1층 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1235-8 ,,,97.39,N
163,기타 휴게음식점,빈타이 신시가지점,2017-03-07,,"전북특별자치도 전주시 완산구 범안1길 7-29, 1층 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1165-2 ,,,213.85,N
164,기타 휴게음식점,미니스톱 전주교육청점,2017-03-15,,"전북특별자치도 전주시 완산구 쑥고개로 347, 1층 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1326-3 ,,,6.25,N
165,기타 휴게음식점,지에스25전주대신정문점,2017-03-17,,"전북특별자치도 전주시 완산구 용호로 113, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1730-1 ,,,4,N
166,기타 휴게음식점,경아분식,2017-03-20,,"전북특별자치도 전주시 완산구 문학대4길 5, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1615-18 ,,,54.88,N
167,기타 휴게음식점,재하로스터리카페,2017-03-22,,"전북특별자치도 전주시 완산구 낙수정1길 20, 1층 (교동)",전북특별자치도 전주시 완산구 교동 976-3 ,,,89.5,N
168,기타 휴게음식점,오른케이크,2017-03-23,,"전북특별자치도 전주시 완산구 전주객사1길 80-1, 1층 (다가동4가)",전북특별자치도 전주시 완산구 다가동4가 39-2 ,,,98.17,N
169,기타 휴게음식점,무드인디고,2017-03-29,,"전북특별자치도 전주시 완산구 전주객사2길 82, 1층 (다가동4가)",전북특별자치도 전주시 완산구 다가동4가 56-1 ,,,21,N
170,기타 휴게음식점,더리터 전주신시가지점,2017-04-05,,"전북특별자치도 전주시 완산구 마전들로 80, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1694-5 ,,,59.8,N
171,기타 휴게음식점,옐로우곰,2017-04-10,,"전북특별자치도 전주시 완산구 문학대6길 29, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1609-5 ,,,20.24,N
172,기타 휴게음식점,한손커피,2017-04-12,,"전북특별자치도 전주시 완산구 송정로 11, 1층 (효자동1가)",전북특별자치도 전주시 완산구 효자동1가 577-8 ,,,20,N
173,기타 휴게음식점,명품핫도그,2017-04-19,,"전북특별자치도 전주시 완산구 백제대로 10, 1층 109호 (평화동1가)",전북특별자치도 전주시 완산구 평화동1가 604-1 ,,,26.16,N
174,기타 휴게음식점,커피원,2017-04-28,,"전북특별자치도 전주시 완산구 거마평로 200, 1층 (효자동1가)",전북특별자치도 전주시 완산구 효자동1가 621-9 ,,,44.16,N
175,기타 휴게음식점,아이갓에브리씽도청점(전국장애인부모연대전북지부),2017-05-10,,"전북특별자치도 전주시 완산구 효자로 225, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1 ,,,76.5,N
176,기타 휴게음식점,한양휴게음식점,2017-05-19,063-220-5005,"전북특별자치도 전주시 완산구 장승배기로 204, 1층 (평화동1가)",전북특별자치도 전주시 완산구 평화동1가 711-1 ,,,7,N
177,기타 휴게음식점,씨유전주평화마을점,2017-05-19,,"전북특별자치도 전주시 완산구 구이로 2094-14, 1층 (평화동2가)",전북특별자치도 전주시 완산구 평화동2가 897-1 ,,,4,N
178,기타 휴게음식점,늘붐,2017-05-25,063-224-7309,"전북특별자치도 전주시 완산구 삼천천변2길 35, 1층 (삼천동1가)",전북특별자치도 전주시 완산구 삼천동1가 428-5 ,,,53.48,N
179,기타 휴게음식점,김밥드림,2017-05-25,063-277-7896,"전북특별자치도 전주시 완산구 감나무4길 6, 1층 (서신동)",전북특별자치도 전주시 완산구 서신동 782-3 ,,,36.77,N
180,기타 휴게음식점,카페미뇽,2017-05-25,,"전북특별자치도 전주시 완산구 전주객사4길 74-8, 1층 (고사동)",전북특별자치도 전주시 완산구 고사동 177-2 ,,,30.62,N
181,기타 휴게음식점,지에스25 삼천주민센터점,2017-05-26,,"전북특별자치도 전주시 완산구 삼천천변2길 39, 1층 (삼천동1가)",전북특별자치도 전주시 완산구 삼천동1가 287-17 ,,,4,N
182,기타 휴게음식점,요기랑께,2017-06-01,,"전북특별자치도 전주시 완산구 경기전길 146, 1층 (교동)",전북특별자치도 전주시 완산구 교동 260-12 ,,,7.98,N
183,기타 휴게음식점,지에스25 효자센터점,2017-06-07,,"전북특별자치도 전주시 완산구 오두정길 4, 1층 (효자동1가)",전북특별자치도 전주시 완산구 효자동1가 296-2 ,,,3,N
184,기타 휴게음식점,청춘감성쌀핫도그 전주삼천점,2017-06-14,,"전북특별자치도 전주시 완산구 삼천천변1길 17, 1층 120호 (삼천동1가)",전북특별자치도 전주시 완산구 삼천동1가 288-9 ,,,30.03,N
185,기타 휴게음식점,지에스25서곡미라클,2017-06-22,063-252-3690,"전북특별자치도 전주시 완산구 서곡로 12, 1층 (효자동3가, 서곡주공아파트 상가동 107호일부)",전북특별자치도 전주시 완산구 효자동3가 1482-3 ,,,2.25,N
186,기타 휴게음식점,팔랑개비,2017-04-20,,"전북특별자치도 전주시 완산구 현무1길 11-1, 1층 (경원동3가)",전북특별자치도 전주시 완산구 경원동3가 16-5 ,,,57.49,N
187,기타 휴게음식점,피콕,2017-06-26,,"전북특별자치도 전주시 완산구 마전들로 37, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1663-15 ,,,113.68,N
188,기타 휴게음식점,써니스푼,2017-07-03,063-905-2049,"전북특별자치도 전주시 완산구 당산로 17, 1층 108호 (서신동, 서신동 신일아파트114동상가)",전북특별자치도 전주시 완산구 서신동 763-1 ,,,26,N
189,기타 휴게음식점,지에스25 전주자인플러스점,2017-07-06,063-251-2524,"전북특별자치도 전주시 완산구 팔달로 262-14, 1층 (서노송동)",전북특별자치도 전주시 완산구 서노송동 686-12 ,,,2.4,N
190,기타 휴게음식점,풍년제과카페,2017-07-14,,"전북특별자치도 전주시 완산구 노송광장로 63, 1층 (서노송동)",전북특별자치도 전주시 완산구 서노송동 686-3 ,,,18.2,N
191,기타 휴게음식점,샌유리따,2017-07-18,,"전북특별자치도 전주시 완산구 장승배기로 337, 1층 (서서학동)",전북특별자치도 전주시 완산구 서서학동 361-12 ,,,36.66,N
192,기타 휴게음식점,르뤼땡,2017-08-01,,"전북특별자치도 전주시 완산구 소태정4길 11-6, 1층 (효자동2가, 효자동2가 1323-1 단독주택및근린생활시설 주건축물제1동)",전북특별자치도 전주시 완산구 효자동2가 1323-1 ,,,63.36,N
193,기타 휴게음식점,지에스25 전주롯데점,2017-08-08,063-255-6524,"전북특별자치도 전주시 완산구 여울로 19, 1층 (서신동, 102호일부)",전북특별자치도 전주시 완산구 서신동 968-6 ,,,3.4,N
194,기타 휴게음식점,더문카페,2017-08-10,,"전북특별자치도 전주시 완산구 배학2길 39, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1691-9 ,,,59.04,N
195,기타 휴게음식점,카페티,2017-08-10,,"전북특별자치도 전주시 완산구 기린대로 194, 1층 (서노송동)",전북특별자치도 전주시 완산구 서노송동 578-5 ,,,8.9,N
196,기타 휴게음식점,정오의공작소,2017-08-21,,"전북특별자치도 전주시 완산구 전라감영3길 7, 2층 (중앙동1가)",전북특별자치도 전주시 완산구 중앙동1가 59-5 ,,,43.24,N
197,기타 휴게음식점,공차 전주대점,2017-08-22,,"전북특별자치도 전주시 완산구 백마산길 14, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1169-10 ,,,86.85,N
198,기타 휴게음식점,크리스피효자,2017-09-07,,"전북특별자치도 전주시 완산구 우전로 284, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1693-3 ,,,26.25,N
199,기타 휴게음식점,두원스베스트,2017-09-07,,"전북특별자치도 전주시 완산구 농소1길 11, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1716-14 ,,,66.07,N
200,기타 휴게음식점,아몬드블라썸,2017-09-19,,"전북특별자치도 전주시 완산구 거마평로 225-6, 1층 (효자동1가)",전북특별자치도 전주시 완산구 효자동1가 535-69 ,,,53.26,N
201,기타 휴게음식점,하루를 담다,2017-09-26,,전북특별자치도 전주시 완산구 평화14길 28-1 (평화동1가),전북특별자치도 전주시 완산구 평화동1가 734-10 ,,,143.91,Y
202,기타 휴게음식점,가야집,2017-09-28,,"전북특별자치도 전주시 완산구 황강서원로 36, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1599-6 ,,,61.88,N
203,기타 휴게음식점,더리터 서신점,2017-10-17,063-271-0090,"전북특별자치도 전주시 완산구 당산로 124, 1층 (서신동)",전북특별자치도 전주시 완산구 서신동 783-1 ,,,36.57,N
204,기타 휴게음식점,셀렉토커피,2017-10-27,,"전북특별자치도 전주시 완산구 용호로 129-1, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1718-3 ,,,59.4,N
205,기타 휴게음식점,홍대먹거리,2017-11-08,,"전북특별자치도 전주시 완산구 경기전길 146, 1층 (교동)",전북특별자치도 전주시 완산구 교동 260-12 ,,,8.8,N
206,기타 휴게음식점,메카,2017-11-09,,"전북특별자치도 전주시 완산구 우전2길 68, 2층 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 93-8 농협 ,,,28.86,N
207,기타 휴게음식점,정돈까스 서신점,2017-11-17,063-251-9790,"전북특별자치도 전주시 완산구 서신로 103, 1층 106호 (서신동)",전북특별자치도 전주시 완산구 서신동 963-6 ,,,19.68,N
208,기타 휴게음식점,고코커피숍,2017-11-17,,"전북특별자치도 전주시 완산구 척동4길 10, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1665-2 ,,,62.86,N
209,기타 휴게음식점,여덟개의달,2017-12-05,,"전북특별자치도 전주시 완산구 팔달로 202-8, 1층 (경원동3가)",전북특별자치도 전주시 완산구 경원동3가 44-2 ,,,63.83,N
